"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"44362_r_at"	"7.30e-01"	"5.73e-01"	"-0.565213"	"-6.33237"	"-0.1531542"	"MTPAP"	"mitochondrial poly(A) polymerase"
"45090_at"	"7.30e-01"	"5.73e-01"	"0.565063"	"-6.33245"	"0.1454258"	""	""
"58015_at"	"7.31e-01"	"5.73e-01"	"-0.564621"	"-6.3327"	"-0.1295353"	"ELOVL4"	"ELOVL fatty acid elongase 4"
"55383_at"	"7.31e-01"	"5.73e-01"	"0.564388"	"-6.33283"	"0.0475188"	"NUP62"	"nucleoporin 62kDa"
"42784_at"	"7.32e-01"	"5.74e-01"	"0.563357"	"-6.3334"	"0.1065535"	""	""
"42520_at"	"7.32e-01"	"5.74e-01"	"-0.563069"	"-6.33356"	"-0.0911036"	""	""
"45942_at"	"7.32e-01"	"5.74e-01"	"0.562833"	"-6.33369"	"0.0955822"	""	""
"42897_at"	"7.32e-01"	"5.74e-01"	"0.562784"	"-6.33371"	"0.12745"	"SEMA6A-AS1"	"SEMA6A antisense RNA 1"
"57432_at"	"7.32e-01"	"5.75e-01"	"-0.562363"	"-6.33394"	"-0.1045417"	"LOC100506316"	"hypothetical LOC100506316"
"53612_at"	"7.32e-01"	"5.75e-01"	"0.562347"	"-6.33395"	"0.0512093"	"CRHR1-IT1"	"CRHR1 intronic transcript 1 (non-protein coding)"
"44764_at"	"7.32e-01"	"5.75e-01"	"0.562317"	"-6.33397"	"0.083651"	"EFCAB1"	"EF-hand calcium binding domain 1"
"44845_i_at"	"7.32e-01"	"5.75e-01"	"0.562206"	"-6.33403"	"0.1204623"	"LOX"	"lysyl oxidase"
"46713_at"	"7.32e-01"	"5.75e-01"	"-0.56218"	"-6.33405"	"-0.0598827"	"C1QA"	"complement component 1, q subcomponent, A chain"
"43747_at"	"7.32e-01"	"5.75e-01"	"0.561871"	"-6.33422"	"0.0442333"	"ZNF529-AS1"	"ZNF529 antisense RNA 1"
"42632_f_at"	"7.32e-01"	"5.75e-01"	"-0.561629"	"-6.33435"	"-0.1210894"	"GRK4"	"G protein-coupled receptor kinase 4"
"58820_at"	"7.33e-01"	"5.75e-01"	"0.561229"	"-6.33457"	"0.1233243"	"RNASE11"	"ribonuclease, RNase A family, 11 (non-active)"
"45892_r_at"	"7.33e-01"	"5.76e-01"	"0.560992"	"-6.3347"	"0.1141789"	"LRRC2"	"leucine rich repeat containing 2"
"45769_g_at"	"7.33e-01"	"5.76e-01"	"-0.5609"	"-6.33475"	"-0.0706553"	"SAP30L"	"SAP30-like"
"53498_at"	"7.33e-01"	"5.76e-01"	"0.560486"	"-6.33498"	"0.0509836"	"PARP9"	"poly (ADP-ribose) polymerase family, member 9"
"49614_at"	"7.33e-01"	"5.76e-01"	"-0.560321"	"-6.33507"	"-0.0832565"	""	""
"48287_at"	"7.33e-01"	"5.76e-01"	"-0.560128"	"-6.33518"	"-0.0813676"	"PYGO1"	"pygopus family PHD finger 1"
"44502_at"	"7.33e-01"	"5.76e-01"	"0.560077"	"-6.3352"	"0.0651948"	""	""
"42494_at"	"7.33e-01"	"5.76e-01"	"-0.559768"	"-6.33537"	"-0.0991174"	"LOC100507443"	"uncharacterized LOC100507443"
"42989_at"	"7.33e-01"	"5.76e-01"	"-0.559575"	"-6.33548"	"-0.0888347"	"METAP2"	"methionyl aminopeptidase 2"
"57028_at"	"7.33e-01"	"5.77e-01"	"0.559516"	"-6.33551"	"0.0496938"	"RABL2B"	"RAB, member of RAS oncogene family-like 2B"
"48096_at"	"7.33e-01"	"5.77e-01"	"0.559351"	"-6.3356"	"0.1059998"	"MIR503HG"	"MIR503 host gene (non-protein coding)"
"59664_at"	"7.34e-01"	"5.77e-01"	"-0.55888"	"-6.33586"	"-0.0820901"	"CYP39A1"	"cytochrome P450, family 39, subfamily A, polypeptide 1"
"45798_at"	"7.34e-01"	"5.77e-01"	"-0.558855"	"-6.33587"	"-0.0510718"	"MRPL16"	"mitochondrial ribosomal protein L16"
"44204_at"	"7.34e-01"	"5.77e-01"	"-0.55879"	"-6.33591"	"-0.124515"	"KDM1A"	"lysine (K)-specific demethylase 1A"
"52077_at"	"7.34e-01"	"5.77e-01"	"0.558178"	"-6.33625"	"0.1002485"	"RAB3C"	"RAB3C, member RAS oncogene family"
"48418_at"	"7.34e-01"	"5.78e-01"	"0.557857"	"-6.33642"	"0.0683616"	"ZNF589"	"zinc finger protein 589"
"47749_at"	"7.34e-01"	"5.78e-01"	"0.557838"	"-6.33643"	"0.0891054"	""	""
"42376_at"	"7.35e-01"	"5.78e-01"	"0.557028"	"-6.33688"	"0.1114895"	""	""
"42831_at"	"7.35e-01"	"5.79e-01"	"0.556483"	"-6.33717"	"0.0544538"	"RAB15"	"RAB15, member RAS oncogene family"
"49026_at"	"7.35e-01"	"5.79e-01"	"0.556448"	"-6.33719"	"0.1076642"	"TRMT6"	"tRNA methyltransferase 6 homolog (S. cerevisiae)"
"47358_at"	"7.35e-01"	"5.79e-01"	"-0.556274"	"-6.33729"	"-0.1012141"	"LOC644656"	"uncharacterized LOC644656"
"50579_at"	"7.36e-01"	"5.79e-01"	"0.55583"	"-6.33753"	"0.0655096"	""	""
"49741_at"	"7.36e-01"	"5.79e-01"	"0.555693"	"-6.3376"	"0.1532026"	"GRIA4"	"glutamate receptor, ionotropic, AMPA 4"
"53563_f_at"	"7.36e-01"	"5.79e-01"	"0.55563"	"-6.33764"	"0.0838594"	"XAGE3"	"X antigen family, member 3"
"45241_at"	"7.36e-01"	"5.79e-01"	"-0.555478"	"-6.33772"	"-0.0480431"	"ABHD14B"	"abhydrolase domain containing 14B"
"59511_at"	"7.36e-01"	"5.79e-01"	"-0.555242"	"-6.33785"	"-0.1148434"	"NR2F1-AS1"	"NR2F1 antisense RNA 1"
"46488_at"	"7.36e-01"	"5.80e-01"	"0.554761"	"-6.33811"	"0.130628"	"TTC14"	"tetratricopeptide repeat domain 14"
"52759_at"	"7.36e-01"	"5.80e-01"	"-0.554505"	"-6.33825"	"-0.0644575"	"FAM64A"	"family with sequence similarity 64, member A"
"48570_at"	"7.36e-01"	"5.80e-01"	"0.554395"	"-6.33831"	"0.0548083"	"RNF138"	"ring finger protein 138, E3 ubiquitin protein ligase"
"48461_at"	"7.36e-01"	"5.80e-01"	"-0.554347"	"-6.33834"	"-0.1194393"	"CTNNA3"	"catenin (cadherin-associated protein), alpha 3"
"42418_at"	"7.36e-01"	"5.80e-01"	"-0.554107"	"-6.33847"	"-0.1260092"	"SAMD12"	"sterile alpha motif domain containing 12"
"50149_at"	"7.36e-01"	"5.80e-01"	"-0.554035"	"-6.33851"	"-0.0713639"	"GDNF"	"glial cell derived neurotrophic factor"
"45484_at"	"7.36e-01"	"5.80e-01"	"0.553955"	"-6.33855"	"0.0599457"	"NME3"	"NME/NM23 nucleoside diphosphate kinase 3"
"56571_at"	"7.36e-01"	"5.80e-01"	"-0.553949"	"-6.33855"	"-0.0530203"	"SNX5"	"sorting nexin 5"
"55652_at"	"7.36e-01"	"5.80e-01"	"-0.553867"	"-6.3386"	"-0.0859499"	"EDEM2"	"ER degradation enhancer, mannosidase alpha-like 2"
"44723_s_at"	"7.36e-01"	"5.80e-01"	"-0.553725"	"-6.33868"	"-0.0769503"	"CENPT"	"centromere protein T"
"59720_at"	"7.36e-01"	"5.81e-01"	"0.55369"	"-6.33869"	"0.051248"	"FAM76B"	"family with sequence similarity 76, member B"
"51115_at"	"7.36e-01"	"5.81e-01"	"-0.55366"	"-6.33871"	"-0.042083"	"UNC45A"	"unc-45 homolog A (C. elegans)"
"45913_at"	"7.36e-01"	"5.81e-01"	"0.553584"	"-6.33875"	"0.1062456"	""	""
"43607_at"	"7.36e-01"	"5.81e-01"	"-0.553538"	"-6.33878"	"-0.106749"	"LNX1-AS1"	"LNX1 antisense RNA 1"
"43960_at"	"7.36e-01"	"5.81e-01"	"0.553512"	"-6.33879"	"0.0562036"	"PANK4"	"pantothenate kinase 4"
"50918_at"	"7.36e-01"	"5.81e-01"	"-0.553391"	"-6.33886"	"-0.0916389"	"FKBP14"	"FK506 binding protein 14, 22 kDa"
"44684_at"	"7.36e-01"	"5.81e-01"	"0.553359"	"-6.33887"	"0.0400112"	"VPS16"	"vacuolar protein sorting 16 homolog (S. cerevisiae)"
"57073_at"	"7.37e-01"	"5.81e-01"	"0.552829"	"-6.33916"	"0.0749035"	"ETS1"	"v-ets avian erythroblastosis virus E26 oncogene homolog 1"
"56618_at"	"7.37e-01"	"5.81e-01"	"-0.552645"	"-6.33926"	"-0.1049151"	"DPPA2"	"developmental pluripotency associated 2"
"59054_at"	"7.37e-01"	"5.81e-01"	"-0.552641"	"-6.33926"	"-0.0770227"	"RAB30"	"RAB30, member RAS oncogene family"
"50344_at"	"7.37e-01"	"5.81e-01"	"0.55261"	"-6.33928"	"0.0439141"	"PAAF1"	"proteasomal ATPase-associated factor 1"
"48466_at"	"7.37e-01"	"5.82e-01"	"-0.552183"	"-6.33951"	"-0.1023907"	"DCT"	"dopachrome tautomerase"
"53275_at"	"7.38e-01"	"5.82e-01"	"0.55144"	"-6.33991"	"0.082054"	"LOC100129282"	"hypothetical LOC100129282"
"51990_at"	"7.38e-01"	"5.82e-01"	"0.551082"	"-6.34011"	"0.0918069"	"PLEK2"	"pleckstrin 2"
"42812_g_at"	"7.38e-01"	"5.83e-01"	"0.550711"	"-6.34031"	"0.1109247"	"MR1"	"major histocompatibility complex, class I-related"
"43259_at"	"7.38e-01"	"5.83e-01"	"0.550436"	"-6.34046"	"0.0862841"	"BREA2"	"breast cancer estrogen-induced apoptosis 2"
"56120_at"	"7.39e-01"	"5.83e-01"	"-0.549626"	"-6.34089"	"-0.051104"	"MBOAT7"	"membrane bound O-acyltransferase domain containing 7"
"45247_at"	"7.39e-01"	"5.83e-01"	"0.549507"	"-6.34096"	"0.0380637"	"PPP6R3"	"protein phosphatase 6, regulatory subunit 3"
"44451_at"	"7.39e-01"	"5.83e-01"	"-0.549427"	"-6.341"	"-0.1046369"	""	""
"46892_at"	"7.39e-01"	"5.84e-01"	"0.54898"	"-6.34124"	"0.1112952"	"SOD2"	"superoxide dismutase 2, mitochondrial"
"51840_at"	"7.39e-01"	"5.84e-01"	"-0.548805"	"-6.34134"	"-0.0721142"	"LOC100507260///PRPF18"	"hypothetical LOC100507260///pre-mRNA processing factor 18"
"47697_at"	"7.39e-01"	"5.84e-01"	"-0.548804"	"-6.34134"	"-0.0844717"	""	""
"42613_at"	"7.39e-01"	"5.84e-01"	"0.548417"	"-6.34155"	"0.0625232"	""	""
"46777_at"	"7.39e-01"	"5.84e-01"	"0.548238"	"-6.34164"	"0.1404603"	""	""
"47008_at"	"7.39e-01"	"5.84e-01"	"-0.548078"	"-6.34173"	"-0.1029231"	"KCNH5"	"potassium voltage-gated channel, subfamily H (eag-related), member 5"
"43796_at"	"7.39e-01"	"5.84e-01"	"-0.548034"	"-6.34175"	"-0.0448167"	"BRD4"	"bromodomain containing 4"
"46485_r_at"	"7.40e-01"	"5.85e-01"	"-0.547725"	"-6.34192"	"-0.1283353"	"GRIP1"	"glutamate receptor interacting protein 1"
"42066_r_at"	"7.40e-01"	"5.85e-01"	"-0.547096"	"-6.34226"	"-0.0939397"	"CEBPZ"	"CCAAT/enhancer binding protein (C/EBP), zeta"
"49667_at"	"7.40e-01"	"5.85e-01"	"-0.54679"	"-6.34242"	"-0.1059335"	""	""
"44216_r_at"	"7.40e-01"	"5.85e-01"	"0.546638"	"-6.3425"	"0.0849742"	""	""
"57534_at"	"7.40e-01"	"5.85e-01"	"0.546627"	"-6.34251"	"0.086573"	"RBM15B"	"RNA binding motif protein 15B"
"44782_at"	"7.41e-01"	"5.86e-01"	"0.545848"	"-6.34292"	"0.0695231"	"LRCH1"	"leucine-rich repeats and calponin homology (CH) domain containing 1"
"56327_at"	"7.41e-01"	"5.86e-01"	"0.545768"	"-6.34297"	"0.0542094"	"MYNN"	"myoneurin"
"44687_at"	"7.41e-01"	"5.86e-01"	"-0.545636"	"-6.34304"	"-0.0721789"	"ELK4"	"ELK4, ETS-domain protein (SRF accessory protein 1)"
"51067_at"	"7.41e-01"	"5.86e-01"	"0.545426"	"-6.34315"	"0.0824419"	"PEX5L"	"peroxisomal biogenesis factor 5-like"
"47786_r_at"	"7.41e-01"	"5.86e-01"	"0.545003"	"-6.34338"	"0.1290002"	"NPL"	"N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)"
"48019_at"	"7.41e-01"	"5.87e-01"	"-0.544701"	"-6.34354"	"-0.0405288"	"ASNSD1"	"asparagine synthetase domain containing 1"
"42692_at"	"7.41e-01"	"5.87e-01"	"0.544695"	"-6.34354"	"0.0919208"	"SMS"	"spermine synthase"
"44495_at"	"7.41e-01"	"5.87e-01"	"0.544599"	"-6.34359"	"0.0906432"	""	""
"52607_at"	"7.41e-01"	"5.87e-01"	"0.54437"	"-6.34372"	"0.0500234"	"CCDC66"	"coiled-coil domain containing 66"
"42432_at"	"7.41e-01"	"5.87e-01"	"-0.544277"	"-6.34377"	"-0.0898192"	"SLC52A1"	"solute carrier family 52 (riboflavin transporter), member 1"
"46810_at"	"7.41e-01"	"5.87e-01"	"-0.544258"	"-6.34377"	"-0.0584219"	""	""
"46425_at"	"7.41e-01"	"5.87e-01"	"0.544173"	"-6.34382"	"0.0850614"	"UBE2D4"	"ubiquitin-conjugating enzyme E2D 4 (putative)"
"47558_at"	"7.41e-01"	"5.87e-01"	"0.544172"	"-6.34382"	"0.0513045"	"MAP9"	"microtubule-associated protein 9"
"53575_at"	"7.41e-01"	"5.87e-01"	"-0.544172"	"-6.34382"	"-0.0791535"	"LYPD5"	"LY6/PLAUR domain containing 5"
"48879_at"	"7.41e-01"	"5.87e-01"	"0.54416"	"-6.34383"	"0.1300576"	"CHRM2"	"cholinergic receptor, muscarinic 2"
"44504_at"	"7.41e-01"	"5.87e-01"	"0.544031"	"-6.3439"	"0.1019361"	""	""
"43902_r_at"	"7.41e-01"	"5.87e-01"	"-0.543861"	"-6.34399"	"-0.1083942"	""	""
"55856_at"	"7.42e-01"	"5.88e-01"	"0.543267"	"-6.3443"	"0.0903833"	""	""
"45678_at"	"7.42e-01"	"5.88e-01"	"-0.543221"	"-6.34433"	"-0.0981356"	"THAP6"	"THAP domain containing 6"
"49793_at"	"7.42e-01"	"5.88e-01"	"-0.542585"	"-6.34467"	"-0.0830847"	"UFL1"	"UFM1-specific ligase 1"
"45448_at"	"7.42e-01"	"5.88e-01"	"-0.542507"	"-6.34471"	"-0.0948045"	"TTC30B"	"tetratricopeptide repeat domain 30B"
"50481_at"	"7.42e-01"	"5.88e-01"	"0.542237"	"-6.34485"	"0.0966806"	"CCDC14"	"coiled-coil domain containing 14"
"46748_s_at"	"7.43e-01"	"5.89e-01"	"0.541568"	"-6.34521"	"0.0505797"	""	""
"43517_s_at"	"7.43e-01"	"5.89e-01"	"0.541544"	"-6.34522"	"0.0418502"	"SP1"	"Sp1 transcription factor"
"50899_at"	"7.43e-01"	"5.89e-01"	"-0.541105"	"-6.34545"	"-0.0920863"	"HMCN2"	"hemicentin 2"
"44356_at"	"7.43e-01"	"5.89e-01"	"0.540957"	"-6.34553"	"0.0976853"	""	""
"42316_at"	"7.43e-01"	"5.89e-01"	"-0.540861"	"-6.34558"	"-0.1312504"	"ANKRD44"	"ankyrin repeat domain 44"
"44228_at"	"7.44e-01"	"5.90e-01"	"0.540446"	"-6.3458"	"0.1069442"	"LOC100506259"	"uncharacterized LOC100506259"
"58178_at"	"7.44e-01"	"5.90e-01"	"0.540177"	"-6.34595"	"0.1069456"	"UBQLNL"	"ubiquilin-like"
"48495_at"	"7.44e-01"	"5.90e-01"	"0.539806"	"-6.34614"	"0.0875108"	"SETD8"	"SET domain containing (lysine methyltransferase) 8"
"56669_at"	"7.44e-01"	"5.90e-01"	"0.539802"	"-6.34615"	"0.0850654"	""	""
"59144_r_at"	"7.44e-01"	"5.90e-01"	"0.539729"	"-6.34618"	"0.130724"	"GPATCH11"	"G patch domain containing 11"
"52995_at"	"7.44e-01"	"5.90e-01"	"0.539498"	"-6.34631"	"0.0736012"	"TANC2"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"41923_at"	"7.44e-01"	"5.90e-01"	"0.539458"	"-6.34633"	"0.1001964"	"UBE2W"	"ubiquitin-conjugating enzyme E2W (putative)"
"50211_at"	"7.44e-01"	"5.90e-01"	"-0.539333"	"-6.34639"	"-0.0713094"	"SLC30A6"	"solute carrier family 30 (zinc transporter), member 6"
"54299_at"	"7.44e-01"	"5.90e-01"	"0.53923"	"-6.34645"	"0.1063819"	""	""
"55647_at"	"7.45e-01"	"5.91e-01"	"-0.538355"	"-6.34691"	"-0.0461824"	"C11orf68"	"chromosome 11 open reading frame 68"
"43195_f_at"	"7.45e-01"	"5.91e-01"	"-0.538285"	"-6.34695"	"-0.0641065"	"CELF3"	"CUGBP, Elav-like family member 3"
"55319_at"	"7.45e-01"	"5.92e-01"	"-0.537589"	"-6.34732"	"-0.0807112"	"LOC646588"	"uncharacterized LOC646588"
"50847_at"	"7.45e-01"	"5.92e-01"	"-0.537405"	"-6.34741"	"-0.105755"	"LSM8"	"LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"54092_at"	"7.45e-01"	"5.92e-01"	"0.537187"	"-6.34753"	"0.0749336"	"NUDT16L1"	"nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1"
"54400_at"	"7.45e-01"	"5.92e-01"	"-0.537159"	"-6.34754"	"-0.0527567"	"ZBTB45"	"zinc finger and BTB domain containing 45"
"50733_at"	"7.45e-01"	"5.92e-01"	"-0.537159"	"-6.34754"	"-0.1061657"	"ZFHX4"	"zinc finger homeobox 4"
"42134_at"	"7.45e-01"	"5.92e-01"	"0.536979"	"-6.34764"	"0.0940932"	""	""
"52513_at"	"7.46e-01"	"5.92e-01"	"-0.536653"	"-6.34781"	"-0.0878652"	"PIGN"	"phosphatidylinositol glycan anchor biosynthesis, class N"
"52486_at"	"7.46e-01"	"5.92e-01"	"0.536233"	"-6.34803"	"0.1132975"	""	""
"54583_at"	"7.46e-01"	"5.93e-01"	"0.536182"	"-6.34806"	"0.0984172"	"AP4S1"	"adaptor-related protein complex 4, sigma 1 subunit"
"50644_at"	"7.46e-01"	"5.93e-01"	"-0.535631"	"-6.34835"	"-0.0749274"	""	""
"45764_at"	"7.46e-01"	"5.93e-01"	"0.535627"	"-6.34835"	"0.0556077"	"COMMD3"	"COMM domain containing 3"
"54629_at"	"7.46e-01"	"5.93e-01"	"-0.535605"	"-6.34836"	"-0.0404537"	"RNF123"	"ring finger protein 123"
"42455_at"	"7.46e-01"	"5.93e-01"	"0.535335"	"-6.3485"	"0.1030538"	""	""
"43275_i_at"	"7.46e-01"	"5.93e-01"	"0.535313"	"-6.34851"	"0.1004136"	""	""
"56781_at"	"7.46e-01"	"5.93e-01"	"-0.535236"	"-6.34855"	"-0.0511662"	"KCNIP2-AS1"	"KCNIP2 antisense RNA 1"
"47985_at"	"7.46e-01"	"5.93e-01"	"-0.53519"	"-6.34858"	"-0.0797895"	"PSMG3-AS1"	"PSMG3 antisense RNA 1 (head to head)"
"45043_at"	"7.46e-01"	"5.93e-01"	"-0.535156"	"-6.3486"	"-0.1112915"	"CADM2"	"cell adhesion molecule 2"
"49745_at"	"7.46e-01"	"5.93e-01"	"-0.534949"	"-6.3487"	"-0.0978432"	""	""
"51757_at"	"7.46e-01"	"5.93e-01"	"0.53494"	"-6.34871"	"0.0930997"	"ID2-AS1"	"ID2 antisense RNA 1 (head to head)"
"55172_at"	"7.46e-01"	"5.93e-01"	"-0.534929"	"-6.34872"	"-0.0888416"	""	""
"45727_at"	"7.46e-01"	"5.94e-01"	"0.534553"	"-6.34891"	"0.0481418"	"NECAP2"	"NECAP endocytosis associated 2"
"49902_at"	"7.47e-01"	"5.94e-01"	"0.534325"	"-6.34903"	"0.0702376"	"FBXO3"	"F-box protein 3"
"47422_at"	"7.47e-01"	"5.94e-01"	"0.533327"	"-6.34955"	"0.0833235"	"LOC100507071"	"uncharacterized LOC100507071"
"44158_at"	"7.48e-01"	"5.95e-01"	"-0.532843"	"-6.34981"	"-0.0818129"	"IKZF5"	"IKAROS family zinc finger 5 (Pegasus)"
"43363_s_at"	"7.48e-01"	"5.95e-01"	"-0.532689"	"-6.34989"	"-0.0425378"	"LUZP1"	"leucine zipper protein 1"
"44956_r_at"	"7.48e-01"	"5.95e-01"	"0.532258"	"-6.35011"	"0.1404137"	""	""
"45332_r_at"	"7.48e-01"	"5.95e-01"	"-0.53223"	"-6.35013"	"-0.0661941"	"PAPPA"	"pregnancy-associated plasma protein A, pappalysin 1"
"44507_i_at"	"7.48e-01"	"5.95e-01"	"-0.532209"	"-6.35014"	"-0.0745726"	"FRRS1"	"ferric-chelate reductase 1"
"43974_at"	"7.48e-01"	"5.96e-01"	"0.531818"	"-6.35034"	"0.0491402"	"CRIPAK"	"cysteine-rich PAK1 inhibitor"
"47621_at"	"7.48e-01"	"5.96e-01"	"0.531725"	"-6.35039"	"0.1152642"	"ST6GAL2"	"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2"
"48346_i_at"	"7.48e-01"	"5.96e-01"	"0.5316"	"-6.35046"	"0.0840235"	"OTOF"	"otoferlin"
"51555_at"	"7.48e-01"	"5.96e-01"	"0.531547"	"-6.35048"	"0.0683769"	"DIRC2"	"disrupted in renal carcinoma 2"
"42656_at"	"7.48e-01"	"5.96e-01"	"-0.5313"	"-6.35061"	"-0.116229"	""	""
"52401_at"	"7.48e-01"	"5.96e-01"	"0.530969"	"-6.35079"	"0.0820496"	"C7orf34"	"chromosome 7 open reading frame 34"
"59393_at"	"7.48e-01"	"5.96e-01"	"-0.530966"	"-6.35079"	"-0.0994779"	"KIF1B"	"kinesin family member 1B"
"52205_at"	"7.48e-01"	"5.96e-01"	"0.530823"	"-6.35086"	"0.0827925"	"ZNF618"	"zinc finger protein 618"
"47869_at"	"7.48e-01"	"5.96e-01"	"0.530784"	"-6.35088"	"0.0850231"	"CENPP"	"centromere protein P"
"51026_at"	"7.48e-01"	"5.96e-01"	"0.530652"	"-6.35095"	"0.1106604"	"SLC16A10"	"solute carrier family 16 (aromatic amino acid transporter), member 10"
"50051_i_at"	"7.48e-01"	"5.96e-01"	"0.530604"	"-6.35098"	"0.0961262"	"LIX1"	"Lix1 homolog (chicken)"
"50794_at"	"7.49e-01"	"5.97e-01"	"0.530312"	"-6.35113"	"0.0888994"	"LOC100506216"	"uncharacterized LOC100506216"
"51558_at"	"7.49e-01"	"5.97e-01"	"0.530281"	"-6.35114"	"0.0830725"	"CFAP69"	"cilia and flagella associated protein 69"
"56806_at"	"7.49e-01"	"5.97e-01"	"0.530119"	"-6.35123"	"0.0637322"	"GATA6-AS1"	"GATA6 antisense RNA 1 (head to head)"
"42934_at"	"7.49e-01"	"5.97e-01"	"-0.530031"	"-6.35127"	"-0.1188237"	""	""
"47723_i_at"	"7.49e-01"	"5.97e-01"	"0.529767"	"-6.35141"	"0.1132073"	""	""
"45004_r_at"	"7.49e-01"	"5.97e-01"	"-0.529489"	"-6.35156"	"-0.0741114"	""	""
"50103_at"	"7.49e-01"	"5.97e-01"	"0.529309"	"-6.35165"	"0.0990725"	""	""
"50604_at"	"7.49e-01"	"5.97e-01"	"-0.529178"	"-6.35172"	"-0.0975531"	"SOS1"	"son of sevenless homolog 1 (Drosophila)"
"43997_at"	"7.49e-01"	"5.98e-01"	"0.528813"	"-6.35191"	"0.070073"	"PTPN3"	"protein tyrosine phosphatase, non-receptor type 3"
"53406_at"	"7.49e-01"	"5.98e-01"	"-0.528805"	"-6.35191"	"-0.1073134"	"SESN3"	"sestrin 3"
"44096_at"	"7.49e-01"	"5.98e-01"	"-0.528771"	"-6.35193"	"-0.0660733"	"FHDC1"	"FH2 domain containing 1"
"46170_at"	"7.50e-01"	"5.98e-01"	"0.528094"	"-6.35228"	"0.0406044"	"SH3TC1"	"SH3 domain and tetratricopeptide repeats 1"
"49224_at"	"7.50e-01"	"5.99e-01"	"-0.527297"	"-6.35269"	"-0.0438204"	"MAU2"	"MAU2 sister chromatid cohesion factor"
"44131_s_at"	"7.50e-01"	"5.99e-01"	"-0.527293"	"-6.3527"	"-0.0617466"	"AP4B1"	"adaptor-related protein complex 4, beta 1 subunit"
"48229_at"	"7.50e-01"	"5.99e-01"	"0.527249"	"-6.35272"	"0.0665402"	""	""
"44555_at"	"7.51e-01"	"5.99e-01"	"0.526463"	"-6.35312"	"0.0511363"	"LOC646762"	"uncharacterized LOC646762"
"47682_r_at"	"7.51e-01"	"5.99e-01"	"0.526388"	"-6.35316"	"0.1239201"	"KIAA1324L"	"KIAA1324-like"
"44992_r_at"	"7.51e-01"	"5.99e-01"	"0.526214"	"-6.35325"	"0.0873429"	""	""
"42611_at"	"7.51e-01"	"5.99e-01"	"0.526155"	"-6.35328"	"0.1073321"	""	""
"57279_at"	"7.51e-01"	"5.99e-01"	"0.526117"	"-6.3533"	"0.0637667"	""	""
"56067_at"	"7.51e-01"	"6.00e-01"	"0.52553"	"-6.35361"	"0.1002971"	"CENPJ"	"centromere protein J"
"47470_at"	"7.51e-01"	"6.00e-01"	"0.525381"	"-6.35368"	"0.096469"	"DLGAP2"	"discs, large (Drosophila) homolog-associated protein 2"
"46081_at"	"7.52e-01"	"6.00e-01"	"0.525099"	"-6.35383"	"0.1136112"	""	""
"58399_at"	"7.52e-01"	"6.00e-01"	"-0.524937"	"-6.35391"	"-0.094515"	"PRPF38B"	"pre-mRNA processing factor 38B"
"55601_at"	"7.52e-01"	"6.00e-01"	"0.524918"	"-6.35392"	"0.0442417"	"SLC43A2"	"solute carrier family 43 (amino acid system L transporter), member 2"
"44898_at"	"7.52e-01"	"6.00e-01"	"-0.524798"	"-6.35398"	"-0.1101939"	""	""
"47754_r_at"	"7.52e-01"	"6.00e-01"	"-0.524729"	"-6.35402"	"-0.0986786"	""	""
"43073_at"	"7.52e-01"	"6.01e-01"	"0.524482"	"-6.35415"	"0.1140124"	"PHF3"	"PHD finger protein 3"
"46236_at"	"7.52e-01"	"6.01e-01"	"0.52399"	"-6.3544"	"0.0421716"	"SLC35A4"	"solute carrier family 35, member A4"
"52803_at"	"7.52e-01"	"6.01e-01"	"-0.523974"	"-6.35441"	"-0.0642308"	"IGFBPL1"	"insulin-like growth factor binding protein-like 1"
"56684_r_at"	"7.53e-01"	"6.02e-01"	"-0.522645"	"-6.35509"	"-0.1052769"	""	""
"56165_at"	"7.53e-01"	"6.02e-01"	"0.522209"	"-6.35531"	"0.1256127"	"PSTK"	"phosphoseryl-tRNA kinase"
"44532_at"	"7.53e-01"	"6.02e-01"	"-0.52204"	"-6.3554"	"-0.09283"	"ISM2"	"isthmin 2"
"45463_at"	"7.53e-01"	"6.02e-01"	"-0.521942"	"-6.35545"	"-0.0718403"	"LOC90784"	"uncharacterized LOC90784"
"46721_at"	"7.54e-01"	"6.03e-01"	"0.521581"	"-6.35564"	"0.0397971"	"HDAC7"	"histone deacetylase 7"
"57594_at"	"7.54e-01"	"6.03e-01"	"-0.521555"	"-6.35565"	"-0.0726983"	"PEX2"	"peroxisomal biogenesis factor 2"
"50566_at"	"7.54e-01"	"6.03e-01"	"-0.521158"	"-6.35585"	"-0.109423"	"HOGA1"	"4-hydroxy-2-oxoglutarate aldolase 1"
"42727_at"	"7.54e-01"	"6.03e-01"	"0.521008"	"-6.35593"	"0.1088759"	""	""
"43857_s_at"	"7.54e-01"	"6.03e-01"	"-0.520684"	"-6.35609"	"-0.0512198"	""	""
